ServiceNo,Operator,Direction,StopSequence,BusStopCode,Distance
163,SBST,1,5,65039,1.4
163,SBST,1,6,65029,1.7
163,SBST,1,7,67219,2.1
163,SBST,1,8,67269,2.5
163,SBST,1,9,67339,2.8
163,SBST,1,10,67299,3.2
163,SBST,1,11,67309,3.5
163,SBST,1,12,67329,3.9
163,SBST,1,13,67479,4.4
163,SBST,1,14,67489,4.8
163,SBST,1,15,67499,5.1
163,SBST,1,16,67281,5.4
163,SBST,1,17,67651,5.6
163,SBST,1,18,67039,6.1
163,SBST,1,19,67029,6.4
163,SBST,1,20,67019,6.7
163,SBST,1,21,55109,7
163,SBST,1,22,55089,7.4
163,SBST,1,23,55079,7.7
163,SBST,1,24,55059,8.2
163,SBST,1,25,55049,8.5
163,SBST,1,26,55039,8.9
163,SBST,1,27,55029,9.6
163,SBST,1,28,55019,10.1
163,SBST,1,29,56209,10.6
163,SBST,1,30,56199,10.9
163,SBST,1,31,56039,11.3
163,SBST,1,32,56029,11.7
163,SBST,1,33,56019,12.2
163,SBST,1,34,53099,12.5
163,SBST,1,35,53089,12.8
163,SBST,1,36,53079,13.2
163,SBST,1,37,53069,13.6
163,SBST,1,38,53059,14
163,SBST,1,39,53049,14.4
163,SBST,1,40,53039,14.7
163,SBST,1,41,53029,15
163,SBST,1,42,53019,15.4
163,SBST,1,43,51131,15.7
163,SBST,1,44,52011,16.1
163,SBST,1,45,52021,16.6
163,SBST,1,46,52031,16.9
163,SBST,1,47,52361,17.8
163,SBST,1,48,52279,18.4
163,SBST,1,49,52269,18.8
163,SBST,1,50,52501,19.3
163,SBST,1,51,52009,19.7
163,SBST,2,1,52009,0
163,SBST,2,2,52509,0.5
163,SBST,2,3,52261,1
163,SBST,2,4,52271,1.4
163,SBST,2,5,52369,2
163,SBST,2,6,52039,2.6
163,SBST,2,7,52029,3.1
163,SBST,2,8,52019,3.5
163,SBST,2,9,51139,4
163,SBST,2,10,53011,4.4
163,SBST,2,11,53021,5
163,SBST,2,12,53041,5.4
163,SBST,2,13,53051,5.6
163,SBST,2,14,53061,6.2
163,SBST,2,15,53071,6.6
163,SBST,2,16,53081,6.9
163,SBST,2,17,53091,7.1
163,SBST,2,18,56011,7.5
163,SBST,2,19,56021,7.9
163,SBST,2,20,56031,8.4
163,SBST,2,21,56191,8.7
163,SBST,2,22,56201,9.1
163,SBST,2,23,55011,9.5
163,SBST,2,24,55021,10
163,SBST,2,25,55031,10.7
163,SBST,2,26,55041,11
163,SBST,2,27,55051,11.4
163,SBST,2,28,55071,11.8
163,SBST,2,29,55081,12.2
163,SBST,2,30,55101,12.6
163,SBST,2,31,67011,12.9
163,SBST,2,32,67021,13.2
163,SBST,2,33,67659,13.9
163,SBST,2,34,67289,14.2
163,SBST,2,35,67491,14.5
163,SBST,2,36,67481,14.9
163,SBST,2,37,67471,15.1
163,SBST,2,38,67321,15.6
163,SBST,2,39,67301,16
163,SBST,2,40,67291,16.4
163,SBST,2,41,67331,16.7
163,SBST,2,42,67261,16.9
163,SBST,2,43,67211,17.4
163,SBST,2,44,65021,17.7
163,SBST,2,45,65031,18.1
163,SBST,2,46,65041,18.4
163,SBST,2,47,67109,18.7
163,SBST,2,48,67009,19.2
163A,SBST,1,1,67009,0
163A,SBST,1,2,67189,0.4
163A,SBST,1,3,67101,0.7
163A,SBST,1,4,65049,1.1
163A,SBST,1,5,65039,1.4
163A,SBST,1,6,65029,1.7
163A,SBST,1,7,67219,2.1
163A,SBST,1,8,67269,2.5
163A,SBST,1,9,67339,2.8
163A,SBST,1,10,67299,3.2
163A,SBST,1,11,67309,3.5
163A,SBST,1,12,67329,3.9
163A,SBST,1,13,67479,4.4
163A,SBST,1,14,67489,4.8
163A,SBST,1,15,67499,5.1
163A,SBST,1,16,67281,5.4
163A,SBST,1,17,67651,5.6
165,SBST,1,1,64009,0
165,SBST,1,2,64551,0.3
165,SBST,1,3,64529,0.5
165,SBST,1,4,64339,0.8
165,SBST,1,5,63379,1.1
165,SBST,1,6,63389,1.5
165,SBST,1,7,63399,1.8
165,SBST,1,8,63319,2.1
165,SBST,1,9,66109,2.6
165,SBST,1,10,66339,3.1
165,SBST,1,11,66349,3.7
165,SBST,1,12,54309,4
165,SBST,1,13,54299,4.6
165,SBST,1,14,54289,4.9
165,SBST,1,15,54279,5.2
165,SBST,1,16,54269,5.5
165,SBST,1,17,54248,6
165,SBST,1,18,54239,6.4
165,SBST,1,19,54229,6.8
165,SBST,1,20,54219,7.2
165,SBST,1,21,54069,7.7
165,SBST,1,22,56269,7.9
165,SBST,1,23,53099,8.4
165,SBST,1,24,53089,8.7
165,SBST,1,25,53079,9.1
165,SBST,1,26,53069,9.5
165,SBST,1,27,53059,9.9
165,SBST,1,28,53049,10.3
165,SBST,1,29,53039,10.6
165,SBST,1,30,53029,10.9
165,SBST,1,31,53019,11.3
165,SBST,1,32,51079,11.9
165,SBST,1,33,51119,12.4
165,SBST,1,34,40269,13.1
165,SBST,1,35,40259,13.6
165,SBST,1,36,41159,14
165,SBST,1,37,41169,15
165,SBST,1,38,41139,15.8
165,SBST,1,39,41129,16.3
165,SBST,1,40,41119,16.9
165,SBST,1,41,41109,17.2
165,SBST,1,42,11119,17.6
165,SBST,1,43,11109,17.9
165,SBST,1,44,11099,18.2
165,SBST,1,45,11231,18.7
165,SBST,1,46,11261,19.5
165,SBST,1,47,11271,20.1
165,SBST,1,48,11281,20.4
165,SBST,1,49,11291,20.8
165,SBST,1,50,12021,21.2
165,SBST,1,51,12031,21.6
165,SBST,1,52,12041,22
165,SBST,1,53,12051,22.3
165,SBST,1,54,12111,22.5
165,SBST,1,55,17119,22.8
165,SBST,1,56,17109,23
165,SBST,1,57,17151,23.7
165,SBST,1,58,17161,24
165,SBST,1,59,17171,24.4
165,SBST,1,60,17009,24.6
165,SBST,2,1,17009,0
165,SBST,2,2,17239,0.6
165,SBST,2,3,17159,1.1
165,SBST,2,4,17101,1.6
165,SBST,2,5,12119,2.2
165,SBST,2,6,12059,2.4
165,SBST,2,7,12049,2.7
165,SBST,2,8,12039,3.1
165,SBST,2,9,12029,3.4
165,SBST,2,10,11299,3.8
165,SBST,2,11,11289,4.2
165,SBST,2,12,11279,4.5
165,SBST,2,13,11269,5
165,SBST,2,14,11239,5.9
165,SBST,2,15,11091,6.2
165,SBST,2,16,11101,6.7
165,SBST,2,17,11111,7
165,SBST,2,18,41101,7.2
165,SBST,2,19,41111,7.6
165,SBST,2,20,41121,8.2
165,SBST,2,21,41131,8.7
165,SBST,2,22,41141,9.5
165,SBST,2,23,41151,9.8
165,SBST,2,24,40251,10.2
165,SBST,2,25,40261,10.8
165,SBST,2,26,51111,11.5
165,SBST,2,27,51071,11.9
165,SBST,2,28,53011,12.4
165,SBST,2,29,53021,13
165,SBST,2,30,53041,13.4
165,SBST,2,31,53051,13.6
165,SBST,2,32,53061,14.2
165,SBST,2,33,53071,14.6
165,SBST,2,34,53081,14.9
165,SBST,2,35,53091,15.1
165,SBST,2,36,56261,15.8
165,SBST,2,37,54061,16.1
165,SBST,2,38,54211,16.5
165,SBST,2,39,54221,16.9
165,SBST,2,40,54231,17.2
165,SBST,2,41,54241,17.7
165,SBST,2,42,54261,18.2
165,SBST,2,43,54271,18.5
165,SBST,2,44,54281,18.8
165,SBST,2,45,54291,19.1
165,SBST,2,46,54301,19.6
165,SBST,2,47,66341,19.9
165,SBST,2,48,66331,20.5
165,SBST,2,49,66101,20.9
165,SBST,2,50,63311,21.4
165,SBST,2,51,63391,21.8
165,SBST,2,52,63381,22.1
165,SBST,2,53,63371,22.5
165,SBST,2,54,64331,22.9
165,SBST,2,55,64521,23.2
165,SBST,2,56,64559,23.4
165,SBST,2,57,64009,23.7
166,SBST,1,1,54009,0
166,SBST,1,2,54248,0.6
166,SBST,1,3,54239,1
166,SBST,1,4,54229,1.4
166,SBST,1,5,54219,1.8
166,SBST,1,6,54069,2.3
166,SBST,1,7,56269,2.5
166,SBST,1,8,53099,3
166,SBST,1,9,53089,3.3
166,SBST,1,10,53079,3.7
166,SBST,1,11,53069,4.1
166,SBST,1,12,53059,4.5
166,SBST,1,13,53049,4.9
166,SBST,1,14,53039,5.2
166,SBST,1,15,53029,5.5
166,SBST,1,16,53019,5.9
166,SBST,1,17,51069,6.6
166,SBST,1,18,51059,7.1
166,SBST,1,19,51049,7.5
166,SBST,1,20,51039,7.8
166,SBST,1,21,51029,8
166,SBST,1,22,51019,8.2
166,SBST,1,23,50059,8.7
166,SBST,1,24,50049,8.9
166,SBST,1,25,50038,9.4
166,SBST,1,26,50029,9.8
166,SBST,1,27,50019,10.4
166,SBST,1,28,40109,10.6
166,SBST,1,29,40019,11.1
166,SBST,1,30,07539,11.5
166,SBST,1,31,07518,12.1
166,SBST,1,32,04019,12.5
166,SBST,1,33,04167,13.3
166,SBST,1,34,04249,13.6
166,SBST,1,35,05029,14
166,SBST,1,36,05199,14.4
166,SBST,1,37,05189,14.7
166,SBST,1,38,05259,15.1
166,SBST,1,39,05239,15.3
166,SBST,1,40,10021,15.7
166,SBST,1,41,10041,16.1
166,SBST,1,42,10399,16.7
166,SBST,1,43,14221,17
166,SBST,1,44,14231,17.4
166,SBST,1,45,14019,17.8
166,SBST,1,46,14141,18.5
166,SBST,1,47,14121,18.8
166,SBST,1,48,14131,19.2
166,SBST,1,49,14151,19.7
166,SBST,1,50,14161,20.1
166,SBST,1,51,14171,20.5
166,SBST,1,52,15041,21.2
166,SBST,1,53,15051,21.5
166,SBST,1,54,18011,22
166,SBST,1,55,18041,23.4
166,SBST,1,56,18131,23.6
166,SBST,1,57,18101,24.4
166,SBST,1,58,18121,25
166,SBST,1,59,18119,25.3
166,SBST,1,60,19089,25.8
166,SBST,1,61,19091,26.3
166,SBST,1,62,19021,26.7
166,SBST,1,63,19031,27.1
166,SBST,1,64,19041,27.5
166,SBST,1,65,17151,28.2
166,SBST,1,66,17161,28.5
166,SBST,1,67,17171,28.9
166,SBST,1,68,17009,29.1
166,SBST,2,1,17009,0
166,SBST,2,2,17239,0.6
166,SBST,2,3,17159,1.1
166,SBST,2,4,19049,1.6
166,SBST,2,5,19039,2.1
166,SBST,2,6,19029,2.6
166,SBST,2,7,19099,3
166,SBST,2,8,19071,3.3
166,SBST,2,9,19081,3.6
166,SBST,2,10,18111,3.9
166,SBST,2,11,18129,4.3
166,SBST,2,12,18109,4.7
166,SBST,2,13,18049,5.4
166,SBST,2,14,18019,7.2
166,SBST,2,15,15059,7.7
166,SBST,2,16,15049,8
166,SBST,2,17,14189,8.4
166,SBST,2,18,14179,8.7
166,SBST,2,19,14169,9.1
166,SBST,2,20,14159,9.6
166,SBST,2,21,14139,10
166,SBST,2,22,14129,10.5
166,SBST,2,23,14119,10.8
166,SBST,2,24,14011,11.4
166,SBST,2,25,14239,12
166,SBST,2,26,14229,12.3
166,SBST,2,27,10391,12.8
166,SBST,2,28,10049,13.2
166,SBST,2,29,10017,13.6
166,SBST,2,30,10018,13.7
166,SBST,2,31,05012,14.1
166,SBST,2,32,05022,14.7
166,SBST,2,34,04222,15.2
166,SBST,2,35,04223,15.5
166,SBST,2,36,04143,15.9
166,SBST,2,37,04121,16.2
166,SBST,2,38,08079,16.6
166,SBST,2,39,07011,16.8
166,SBST,2,40,07021,17.1
166,SBST,2,41,40011,17.4
166,SBST,2,42,40101,18
166,SBST,2,43,50011,18.2
166,SBST,2,44,50021,18.9
166,SBST,2,45,50031,19.4
166,SBST,2,46,50041,19.7
166,SBST,2,47,50051,19.9
166,SBST,2,48,51011,20.2
166,SBST,2,49,51021,20.6
166,SBST,2,50,51031,20.9
166,SBST,2,51,51051,21.4
166,SBST,2,52,51071,22.1
166,SBST,2,53,53011,22.6
166,SBST,2,54,53021,23.2
166,SBST,2,55,53041,23.6
166,SBST,2,56,53051,23.8
166,SBST,2,57,53061,24.4
166,SBST,2,58,53071,24.8
166,SBST,2,59,53081,25.1
166,SBST,2,60,53091,25.3
166,SBST,2,61,56261,26
166,SBST,2,62,54061,26.3
166,SBST,2,63,54211,26.7
166,SBST,2,64,54221,27.1
166,SBST,2,65,54231,27.4
166,SBST,2,66,54241,27.9
166,SBST,2,67,54009,28.4
167,TTS,1,1,58009,0
167,TTS,1,2,58151,0.5
167,TTS,1,3,58331,0.9
167,TTS,1,4,58039,1.4
167,TTS,1,5,58029,1.9
167,TTS,1,6,58019,2.2
167,TTS,1,7,57139,2.5
167,TTS,1,8,57129,2.9
167,TTS,1,9,57119,3.2
167,TTS,1,10,57089,3.6
167,TTS,1,11,57079,4
167,TTS,1,12,57069,4.6
167,TTS,1,13,57059,5.1
167,TTS,1,14,57049,5.6
167,TTS,1,15,57039,6.2
167,TTS,1,16,57029,6.5
167,TTS,1,17,57019,6.9
167,TTS,1,18,56099,7.3
167,TTS,1,19,56089,7.9
167,TTS,1,20,56079,8.5
167,TTS,1,21,56069,9
167,TTS,1,22,56059,9.4
167,TTS,1,23,56049,9.8
167,TTS,1,24,56039,10.1
167,TTS,1,25,56029,10.5
167,TTS,1,26,56019,11
167,TTS,1,27,53099,11.3
167,TTS,1,28,53089,11.6
167,TTS,1,29,53079,12
167,TTS,1,30,53069,12.4
167,TTS,1,31,53059,12.8
167,TTS,1,32,53049,13.2
167,TTS,1,33,53039,13.5
167,TTS,1,34,53029,13.8
167,TTS,1,35,53019,14.2
167,TTS,1,36,51069,14.9
167,TTS,1,37,51059,15.4
167,TTS,1,38,51049,15.8
167,TTS,1,39,51039,16.1
167,TTS,1,40,51029,16.3
167,TTS,1,41,51019,16.5
167,TTS,1,42,50059,17
167,TTS,1,43,50049,17.2
167,TTS,1,44,50037,17.5
167,TTS,1,45,50069,18.2
167,TTS,1,46,40129,18.5
167,TTS,1,47,40179,19.2
167,TTS,1,48,09219,20
167,TTS,1,49,09047,20.4
167,TTS,1,50,09037,20.9
167,TTS,1,51,08138,21.6
167,TTS,1,52,08057,22
167,TTS,1,53,08069,22.5
167,TTS,1,54,04179,22.8
167,TTS,1,55,02049,23.2
167,TTS,1,56,02029,23.8
167,TTS,1,57,03019,24.6
167,TTS,1,58,03059,24.9
167,TTS,1,59,03129,25.3
167,TTS,1,60,03218,25.8
167,TTS,1,61,05631,26.8
167,TTS,1,62,05521,27.2
167,TTS,1,63,10021,27.5
167,TTS,1,64,10041,27.9
167,TTS,1,65,10051,28.3
167,TTS,1,66,10061,28.6
167,TTS,1,67,10071,29
167,TTS,1,68,10501,29.2
167,TTS,1,69,10081,29.5
167,TTS,1,70,10009,30.2
167,TTS,2,1,10009,0
167,TTS,2,2,10089,0.7
167,TTS,2,3,10079,1.3
167,TTS,2,4,10069,1.7
167,TTS,2,5,10059,2
167,TTS,2,6,10049,2.3
167,TTS,2,7,10017,2.7
167,TTS,2,8,05519,3.4
167,TTS,2,9,05629,3.7
167,TTS,2,10,03223,4.4
167,TTS,2,11,03151,4.8
167,TTS,2,12,03021,5.3
167,TTS,2,13,03011,5.9
167,TTS,2,14,02111,6.5
167,TTS,2,15,04111,7
167,TTS,2,16,04121,7.4
167,TTS,2,17,08041,7.7
167,TTS,2,18,08031,8
167,TTS,2,19,08111,8.5
167,TTS,2,20,08121,8.8
167,TTS,2,21,09011,9.5
167,TTS,2,22,09023,9.8
167,TTS,2,23,09212,10.4
167,TTS,2,24,40171,11
167,TTS,2,25,40181,11.3
167,TTS,2,26,40121,11.7
167,TTS,2,27,50061,12
167,TTS,2,28,50031,12.6
167,TTS,2,29,50041,12.9
167,TTS,2,30,50051,13.1
167,TTS,2,31,51011,13.4
167,TTS,2,32,51021,13.8
167,TTS,2,33,51031,14.1
167,TTS,2,34,51051,14.6
167,TTS,2,35,51071,15.3
167,TTS,2,36,53011,15.8
167,TTS,2,37,53021,16.4
167,TTS,2,38,53041,16.8
167,TTS,2,39,53051,17
167,TTS,2,40,53061,17.6
167,TTS,2,41,53071,18
167,TTS,2,42,53081,18.3
167,TTS,2,43,53091,18.5
167,TTS,2,44,56011,18.9
167,TTS,2,45,56021,19.3
167,TTS,2,46,56031,19.8
167,TTS,2,47,56041,20.1
167,TTS,2,48,56051,20.5
167,TTS,2,49,56061,21
167,TTS,2,50,56071,21.4
167,TTS,2,51,56081,22
167,TTS,2,52,56091,22.7
167,TTS,2,53,57011,23
167,TTS,2,54,57021,23.5
167,TTS,2,55,57031,23.9
167,TTS,2,56,57041,24.4
167,TTS,2,57,57051,24.9
167,TTS,2,58,57061,25.4
167,TTS,2,59,57071,26
167,TTS,2,60,57081,26.3
167,TTS,2,61,57111,26.7
167,TTS,2,62,57121,27
167,TTS,2,63,57131,27.5
167,TTS,2,64,58011,27.9
167,TTS,2,65,58021,28.1
167,TTS,2,66,58031,28.5
167,TTS,2,67,58339,29
167,TTS,2,68,58159,29.5
167,TTS,2,69,58009,29.9
168,SBST,1,1,84009,0
168,SBST,1,2,84659,0.5
168,SBST,1,3,84359,0.9
168,SBST,1,4,84211,1.2
168,SBST,1,5,84521,1.5
168,SBST,1,6,84201,2
168,SBST,1,7,75341,2.3
168,SBST,1,8,75061,2.7
168,SBST,1,9,75051,3.4
168,SBST,1,10,76061,4
168,SBST,1,11,76131,4.5
168,SBST,1,12,76141,4.9
168,SBST,1,13,76199,5.3
168,SBST,1,14,76541,6.2
168,SBST,1,15,75271,6.7
168,SBST,1,16,75281,7
168,SBST,1,17,75291,7.5
168,SBST,1,18,75311,8.1
168,SBST,1,19,75361,8.5
168,SBST,1,20,75351,8.8
168,SBST,1,21,65191,12.8
168,SBST,1,22,68119,17
168,SBST,1,24,46229,29.5
168,SBST,1,25,46339,29.9
168,SBST,1,26,46639,30.3
168,SBST,1,27,46009,30.7
168,SBST,2,1,46009,0
168,SBST,2,2,46631,0.6
168,SBST,2,3,46331,1
168,SBST,2,4,46221,1.3
168,SBST,2,6,68111,13.3
168,SBST,2,7,65199,17.3
168,SBST,2,8,75359,21.3
168,SBST,2,9,75369,21.7
168,SBST,2,10,75319,22.1
168,SBST,2,11,75299,22.6
168,SBST,2,12,75289,23
168,SBST,2,13,75279,23.3
168,SBST,2,14,76549,23.8
168,SBST,2,15,76191,24.6
168,SBST,2,16,76149,25.1
168,SBST,2,17,76139,25.5
168,SBST,2,18,76069,26.1
168,SBST,2,19,75059,26.8
168,SBST,2,20,75069,27.5
168,SBST,2,21,75349,27.9
168,SBST,2,22,84209,28.1
168,SBST,2,23,84529,28.6
168,SBST,2,24,84219,28.9
168,SBST,2,25,84351,29.2
168,SBST,2,26,84651,29.6
168,SBST,2,27,84009,29.9
169,TTS,1,1,46009,0
169,TTS,1,2,46271,0.7
169,TTS,1,3,46269,1
169,TTS,1,4,46451,1.5
169,TTS,1,5,46461,2.1
169,TTS,1,6,46471,2.6
169,TTS,1,7,46481,3
169,TTS,1,8,46721,3.4
169,TTS,1,9,46711,3.7
169,TTS,1,10,47071,4.2
169,TTS,1,11,47821,4.8
169,TTS,1,12,47811,5.2
169,TTS,1,13,47801,5.7
169,TTS,1,14,58141,6.1
169,TTS,1,15,58161,6.6
169,TTS,1,16,58171,7
169,TTS,1,17,58181,7.3
169,TTS,1,18,58191,7.6
169,TTS,1,19,58201,8.1
169,TTS,1,20,58069,8.5
169,TTS,1,21,58059,8.9
169,TTS,1,22,58049,9.2
169,TTS,1,23,58269,9.5
169,TTS,1,24,58541,10.1
169,TTS,1,25,59529,10.4
169,TTS,1,26,59259,10.8
169,TTS,1,27,59099,11.3
169,TTS,1,28,59073,11.8
169,TTS,1,29,59069,12.1
169,TTS,1,30,59339,12.6
169,TTS,1,31,59549,13
169,TTS,1,32,59559,13.3
169,TTS,1,33,57079,13.8
169,TTS,1,34,57069,14.4
169,TTS,1,35,57059,14.9
169,TTS,1,36,57049,15.4
169,TTS,1,37,57039,16
169,TTS,1,38,57029,16.3
169,TTS,1,39,57019,16.7
169,TTS,1,40,56099,17.1
169,TTS,1,41,56089,17.7
169,TTS,1,42,56079,18.3
169,TTS,1,43,56069,18.8
169,TTS,1,44,56059,19.2
169,TTS,1,45,56049,19.6
169,TTS,1,46,56039,19.9
169,TTS,1,47,56029,20.3
169,TTS,1,48,56019,20.8
169,TTS,1,49,56261,21.3
169,TTS,1,50,54061,21.6
169,TTS,1,51,54211,22
169,TTS,1,52,54221,22.4
169,TTS,1,53,54231,22.7
169,TTS,1,54,54241,23.2
169,TTS,1,55,54009,23.7
169,TTS,2,1,54009,0
169,TTS,2,2,54247,0.6
169,TTS,2,3,54239,1
169,TTS,2,4,54229,1.4
169,TTS,2,5,54219,1.8
169,TTS,2,6,54069,2.3
169,TTS,2,7,56269,2.5
169,TTS,2,8,56011,3
169,TTS,2,9,56021,3.4
169,TTS,2,10,56031,3.9
169,TTS,2,11,56041,4.2
169,TTS,2,12,56051,4.6
169,TTS,2,13,56061,5.1
169,TTS,2,14,56071,5.5
169,TTS,2,15,56081,6.1
169,TTS,2,16,56091,6.8
169,TTS,2,17,57011,7.1
169,TTS,2,18,57021,7.6
169,TTS,2,19,57031,8
169,TTS,2,20,57041,8.5
169,TTS,2,21,57051,9
169,TTS,2,22,57061,9.5
169,TTS,2,23,57071,10.1
169,TTS,2,24,59551,10.5
169,TTS,2,25,59541,10.8
169,TTS,2,26,59331,11.1
169,TTS,2,27,59061,11.6
169,TTS,2,28,59079,12
169,TTS,2,29,59091,12.3
169,TTS,2,30,59251,12.9
169,TTS,2,31,59521,13.4
169,TTS,2,32,58549,13.7
169,TTS,2,33,58261,14.3
169,TTS,2,34,58041,14.6
169,TTS,2,35,58051,14.8
169,TTS,2,36,58061,15.2
169,TTS,2,37,58209,15.5
169,TTS,2,38,58199,16
169,TTS,2,39,58189,16.2
169,TTS,2,40,58179,16.5
169,TTS,2,41,58169,16.8
169,TTS,2,42,58149,17.2
169,TTS,2,43,47809,17.7
169,TTS,2,44,47819,18.1
169,TTS,2,45,47829,18.6
169,TTS,2,46,47079,19.1
169,TTS,2,47,46719,19.6
169,TTS,2,48,46729,20
169,TTS,2,49,46489,20.4
169,TTS,2,50,46479,20.8
169,TTS,2,51,46469,21.2
169,TTS,2,52,46459,21.9
169,TTS,2,53,46261,22.2
169,TTS,2,54,46279,22.6
169,TTS,2,55,46009,23.2
169A,TTS,1,1,46009,0
169A,TTS,1,2,46271,0.7
169A,TTS,1,3,46269,1
169A,TTS,1,4,46451,1.5
169A,TTS,1,5,46461,2.1
169A,TTS,1,6,46471,2.6
169A,TTS,1,7,46481,3
169A,TTS,1,8,46721,3.4
169A,TTS,1,9,46711,3.7
169A,TTS,1,10,47071,4.2
169A,TTS,1,11,47821,4.8
169A,TTS,1,12,47811,5.2
169A,TTS,1,13,47801,5.7
169A,TTS,1,14,58141,6.1
169A,TTS,1,15,58161,6.6
169A,TTS,1,16,58171,7
169A,TTS,1,17,58181,7.3
169A,TTS,1,18,58191,7.6
169A,TTS,1,19,58201,8.1
169A,TTS,1,20,58069,8.5
169A,TTS,1,21,58059,8.9
169A,TTS,1,22,58049,9.2
169A,TTS,1,23,58269,9.5
169A,TTS,1,24,58541,10.1
169A,TTS,1,25,59529,10.4
169A,TTS,1,26,59259,10.8
169A,TTS,1,27,59099,11.3
169A,TTS,1,28,59073,11.8
169B,TTS,1,1,46009,0
169B,TTS,1,2,46271,0.7
169B,TTS,1,3,46269,1
169B,TTS,1,4,46451,1.5
169B,TTS,1,5,46461,2.1
169B,TTS,1,6,46471,2.6
169B,TTS,1,7,46481,3
169B,TTS,1,8,46721,3.4
169B,TTS,1,9,46711,3.7
16M,SBST,1,1,84009,0
16M,SBST,1,2,84139,0.7
16M,SBST,1,3,84129,1.3
16M,SBST,1,4,84151,1.8
16M,SBST,1,5,93099,2.4
16M,SBST,1,6,93089,2.9
16M,SBST,1,7,93079,3.2
16M,SBST,1,8,93129,3.5
16M,SBST,1,9,93029,3.9
16M,SBST,1,10,93019,4.3
16M,SBST,1,11,92089,4.7
16M,SBST,1,12,92211,4.9
16M,SBST,1,13,92221,5.2
16M,SBST,1,14,92231,5.6
16M,SBST,1,15,92069,5.9
16M,SBST,1,16,92059,6.3
16M,SBST,1,17,92181,6.7
16M,SBST,1,18,92171,7.1
16M,SBST,1,19,82139,7.6
16M,SBST,1,20,82129,7.9
16M,SBST,1,21,81199,8.6
16M,SBST,1,22,81189,8.9
16M,SBST,1,23,81179,9.4
16M,SBST,1,24,80141,10
16M,SBST,1,25,80219,10.7
16M,SBST,1,26,80169,12.1
16M,SBST,1,27,80159,12.8
16M,SBST,1,28,04111,13.9
16M,SBST,1,29,04121,14.3
16M,SBST,1,30,08041,14.6
16M,SBST,1,31,08031,14.9
16M,SBST,1,32,08111,15.4
16M,SBST,1,33,08121,15.7
16M,SBST,1,34,09059,16
16M,SBST,1,35,09022,16.5
16M,SBST,1,36,13199,16.9
16M,SBST,1,37,13159,17.4
16M,SBST,1,38,13139,17.8
16M,SBST,1,39,13119,18
16M,SBST,1,40,06129,18.4
16M,SBST,1,41,06069,18.9
16M,SBST,1,42,06051,19.3
16M,SBST,1,43,10141,19.6
16M,SBST,1,44,10151,20
16M,SBST,1,45,10161,20.2
16M,SBST,1,46,10171,20.6
16M,SBST,1,47,10359,20.8
16M,SBST,1,48,10349,21.1
16M,SBST,1,49,10091,21.6
16M,SBST,1,50,10651,22.3
16M,SBST,1,51,10009,22.6
16M,SBST,2,1,10009,0
16M,SBST,2,2,10659,0.4
16M,SBST,2,3,10099,0.9
16M,SBST,2,4,10341,1.4
16M,SBST,2,5,10351,1.7
16M,SBST,2,6,10179,2
16M,SBST,2,7,10169,2.5
16M,SBST,2,8,10149,3.1
16M,SBST,2,9,06071,3.3
16M,SBST,2,10,06081,3.5
16M,SBST,2,11,06131,3.9
16M,SBST,2,12,13121,4.2
16M,SBST,2,13,13141,4.6
16M,SBST,2,14,13191,5.2
16M,SBST,2,15,09048,5.9
16M,SBST,2,16,09038,6.5
16M,SBST,2,17,08138,6.9
16M,SBST,2,18,08057,7.3
16M,SBST,2,19,08069,7.8
16M,SBST,2,20,04179,8.1
16M,SBST,2,21,02049,8.5
16M,SBST,2,22,80151,9.1
16M,SBST,2,23,80161,9.8
16M,SBST,2,24,80211,11.4
16M,SBST,2,25,80149,12
16M,SBST,2,26,81171,12.6
16M,SBST,2,27,81181,13.1
16M,SBST,2,28,81191,13.5
16M,SBST,2,29,82121,14.1
16M,SBST,2,30,82131,14.5
16M,SBST,2,31,92179,15
16M,SBST,2,32,92189,15.5
16M,SBST,2,33,92051,15.8
16M,SBST,2,34,92061,16.2
16M,SBST,2,35,92239,16.6
16M,SBST,2,36,92071,17.1
16M,SBST,2,37,92081,17.4
16M,SBST,2,38,93011,17.8
16M,SBST,2,39,93021,18.2
16M,SBST,2,40,93121,18.6
16M,SBST,2,41,93071,19.1
16M,SBST,2,42,93081,19.5
16M,SBST,2,43,93091,19.8
16M,SBST,2,44,84159,20.2
16M,SBST,2,45,84121,20.6
16M,SBST,2,46,84131,21.3
16M,SBST,2,47,84009,22.1
17,GAS,1,1,77009,0
17,GAS,1,2,78109,0.8
17,GAS,1,3,78119,1.3
17,GAS,1,4,78221,1.8
17,GAS,1,5,78151,2
17,GAS,1,6,78161,2.3
17,GAS,1,7,78031,2.4
17,GAS,1,8,78181,2.5
17,GAS,1,9,78191,2.9
17,GAS,1,10,98099,3
17,GAS,1,11,98019,3.4
17,GAS,1,12,76249,4
17,GAS,1,13,76239,4.3
17,GAS,1,14,76039,4.6
17,GAS,1,15,76109,4.9
17,GAS,1,16,76099,5.3
17,GAS,1,17,76089,5.7
17,GAS,1,18,76079,6.1
17,GAS,1,19,96289,7.3
17,GAS,1,20,96109,7.7
17,GAS,1,21,84439,8.3
17,GAS,1,22,84599,8.8
17,GAS,1,23,84279,9.1
17,GAS,1,24,84269,9.5
17,GAS,1,25,84259,9.9
17,GAS,1,26,84229,10.4
