ServiceNo,Operator,Direction,StopSequence,BusStopCode,Distance
17,GAS,1,27,84349,10.8
17,GAS,1,28,84329,11.1
17,GAS,1,29,84319,11.4
17,GAS,1,30,84309,11.7
17,GAS,1,31,84009,12.3
17,GAS,2,1,84009,0
17,GAS,2,2,84301,0.6
17,GAS,2,3,84311,0.9
17,GAS,2,4,84321,1.2
17,GAS,2,5,84341,1.5
17,GAS,2,6,84221,1.9
17,GAS,2,7,84251,2.5
17,GAS,2,8,84261,2.9
17,GAS,2,9,84271,3.4
17,GAS,2,10,84591,3.8
17,GAS,2,11,84431,4.2
17,GAS,2,12,96101,4.7
17,GAS,2,13,96281,5.1
17,GAS,2,14,76071,6.3
17,GAS,2,15,76081,6.8
17,GAS,2,16,76091,7.2
17,GAS,2,17,76101,7.6
17,GAS,2,18,76031,7.8
17,GAS,2,19,76231,8.2
17,GAS,2,20,76241,8.5
17,GAS,2,21,98011,9.1
17,GAS,2,22,98091,9.4
17,GAS,2,23,78199,9.7
17,GAS,2,24,78189,10
17,GAS,2,25,78039,10.1
17,GAS,2,26,78169,10.2
17,GAS,2,27,78159,10.6
17,GAS,2,28,78229,10.8
17,GAS,2,29,78111,11.3
17,GAS,2,30,78101,11.7
17,GAS,2,31,77009,12.3
170,SBST,1,1,01109,0
170,SBST,1,2,07551,0.4
170,SBST,1,3,07531,0.7
170,SBST,1,4,40011,1.1
170,SBST,1,5,40271,1.6
170,SBST,1,6,40021,2.1
170,SBST,1,7,40031,2.4
170,SBST,1,8,40041,2.8
170,SBST,1,9,40051,3.2
170,SBST,1,10,40111,3.6
170,SBST,1,11,40071,4
170,SBST,1,12,40081,4.4
170,SBST,1,13,40091,4.7
170,SBST,1,14,41011,5.2
170,SBST,1,15,41021,5.6
170,SBST,1,16,41031,6
170,SBST,1,17,41041,6.2
170,SBST,1,18,41051,6.6
170,SBST,1,19,41061,6.8
170,SBST,1,20,41071,7.2
170,SBST,1,21,41081,7.8
170,SBST,1,22,42011,8.1
170,SBST,1,23,42021,8.4
170,SBST,1,24,42031,8.7
170,SBST,1,25,42041,9.1
170,SBST,1,26,42051,9.6
170,SBST,1,27,42061,9.9
170,SBST,1,28,42071,10.3
170,SBST,1,29,42091,10.8
170,SBST,1,30,42111,11.3
170,SBST,1,31,43011,11.5
170,SBST,1,32,43021,12
170,SBST,1,33,43041,12.5
170,SBST,1,34,43051,13.1
170,SBST,1,35,43061,13.4
170,SBST,1,36,43071,13.6
170,SBST,1,37,43081,13.8
170,SBST,1,38,43091,14.1
170,SBST,1,39,43111,14.6
170,SBST,1,40,44011,14.8
170,SBST,1,41,44021,15.2
170,SBST,1,42,44041,15.5
170,SBST,1,43,44051,16
170,SBST,1,44,43991,16.2
170,SBST,1,45,44061,16.4
170,SBST,1,46,45011,16.6
170,SBST,1,47,45021,17
170,SBST,1,48,45031,17.4
170,SBST,1,49,45041,17.9
170,SBST,1,50,45051,18.2
170,SBST,1,51,45061,18.6
170,SBST,1,52,45071,18.9
170,SBST,1,53,45091,19.4
170,SBST,1,54,45101,19.9
170,SBST,1,55,45111,20.3
170,SBST,1,56,45121,20.8
170,SBST,1,57,45131,21.1
170,SBST,1,58,46021,21.7
170,SBST,1,59,46031,22.2
170,SBST,1,60,46041,22.6
170,SBST,1,61,46051,23
170,SBST,1,62,46069,23.5
170,SBST,1,63,46088,23.8
170,SBST,1,64,46101,24.9
170,SBST,1,65,46211,27.1
170,SBST,1,66,46239,34.2
170,SBST,2,1,46239,0
170,SBST,2,2,46219,7.1
170,SBST,2,3,46109,9.3
170,SBST,2,4,46069,10.1
170,SBST,2,5,46088,10.4
170,SBST,2,6,46091,10.7
170,SBST,2,7,46059,11.1
170,SBST,2,8,46049,11.4
170,SBST,2,9,46039,11.9
170,SBST,2,10,46029,12.4
170,SBST,2,11,45139,12.9
170,SBST,2,12,45129,13.3
170,SBST,2,13,45119,13.7
170,SBST,2,14,45109,14.2
170,SBST,2,15,45099,14.7
170,SBST,2,16,45079,15.1
170,SBST,2,17,45069,15.6
170,SBST,2,18,45059,15.9
170,SBST,2,19,45049,16.5
170,SBST,2,20,45039,16.7
170,SBST,2,21,45029,17
170,SBST,2,22,44999,17.2
170,SBST,2,23,45019,17.6
170,SBST,2,24,44069,17.9
170,SBST,2,25,44059,18.1
170,SBST,2,26,44049,18.6
170,SBST,2,27,44029,18.9
170,SBST,2,28,44019,19.2
170,SBST,2,29,43119,19.5
170,SBST,2,30,43109,19.9
170,SBST,2,31,43099,20.1
170,SBST,2,32,43089,20.4
170,SBST,2,33,43069,20.9
170,SBST,2,34,43059,21.3
170,SBST,2,35,43049,21.8
170,SBST,2,36,43029,22.2
170,SBST,2,37,43019,22.7
170,SBST,2,38,42119,23
170,SBST,2,39,42099,23.7
170,SBST,2,40,42079,24
170,SBST,2,41,42059,24.8
170,SBST,2,42,42049,25
170,SBST,2,43,42039,25.4
170,SBST,2,44,42029,25.9
170,SBST,2,45,42019,26.4
170,SBST,2,46,41089,26.8
170,SBST,2,47,41079,27.2
170,SBST,2,48,41069,27.8
170,SBST,2,49,41049,28.2
170,SBST,2,50,41029,28.9
170,SBST,2,51,41019,29.4
170,SBST,2,52,40099,29.8
170,SBST,2,53,40089,30.3
170,SBST,2,54,40079,30.6
170,SBST,2,55,40119,30.9
170,SBST,2,56,40069,31.1
170,SBST,2,57,40059,31.4
170,SBST,2,58,40049,31.8
170,SBST,2,59,40039,32.1
170,SBST,2,60,40029,32.4
170,SBST,2,61,40279,32.8
170,SBST,2,62,40019,33.3
170,SBST,2,63,07539,33.7
170,SBST,2,64,01109,34.2
170X,SBST,1,1,45131,0
170X,SBST,1,2,46021,0.6
170X,SBST,1,3,46031,1.1
170X,SBST,1,4,46041,1.5
170X,SBST,1,5,46051,1.9
170X,SBST,1,6,46101,2.7
170X,SBST,1,7,46211,4.9
170X,SBST,1,8,47711,10.9
170X,SBST,2,1,47711,0
170X,SBST,2,2,46219,6.5
170X,SBST,2,3,46109,8.7
170X,SBST,2,4,46059,9.6
170X,SBST,2,5,46049,9.9
170X,SBST,2,6,46039,10.4
170X,SBST,2,7,46029,10.9
170X,SBST,2,8,45139,11.4
171,TTS,1,1,59009,0
171,TTS,1,2,59141,0.8
171,TTS,1,3,59111,1.2
171,TTS,1,4,57089,1.7
171,TTS,1,5,57079,2.1
171,TTS,1,6,57069,2.7
171,TTS,1,7,57059,3.2
171,TTS,1,8,48149,5
171,TTS,1,9,48069,5.9
171,TTS,1,10,48059,6.4
171,TTS,1,11,48049,7.4
171,TTS,1,12,48039,8.1
171,TTS,1,13,48029,8.5
171,TTS,1,14,48019,9
171,TTS,1,15,44269,14
171,TTS,1,16,44229,14.4
171,TTS,1,17,44219,14.7
171,TTS,1,18,44209,15
171,TTS,1,19,44731,15.4
171,TTS,1,20,44909,15.8
171,TTS,1,21,44029,16.1
171,TTS,1,22,44201,16.8
171,TTS,1,23,44211,17.1
171,TTS,1,24,44221,17.4
171,TTS,1,25,44261,17.9
171,TTS,1,26,48011,22.4
171,TTS,1,27,48021,23
171,TTS,1,28,48031,23.4
171,TTS,1,29,48041,24.1
171,TTS,1,30,48051,25.1
171,TTS,1,31,48061,25.8
171,TTS,1,32,48141,26.5
171,TTS,1,33,57051,28.2
171,TTS,1,34,57061,28.7
171,TTS,1,35,57071,29.3
171,TTS,1,36,57081,29.6
171,TTS,1,37,59119,30
171,TTS,1,38,59149,30.5
171,TTS,1,39,59009,31.3
172,SMRT,1,1,44009,0
172,SMRT,1,2,44539,0.6
172,SMRT,1,3,44399,1.1
172,SMRT,1,4,44111,1.5
172,SMRT,1,5,44109,2
172,SMRT,1,6,44099,2.3
172,SMRT,1,7,44089,2.7
172,SMRT,1,8,44689,3.1
172,SMRT,1,9,44079,3.4
172,SMRT,1,10,30089,3.7
172,SMRT,1,11,30099,4.2
172,SMRT,1,12,30059,5
172,SMRT,1,13,30049,5.3
172,SMRT,1,14,30039,5.8
172,SMRT,1,15,30029,6.1
172,SMRT,1,16,30019,6.6
172,SMRT,1,17,31199,7.1
172,SMRT,1,18,31179,7.9
172,SMRT,1,19,31169,8.3
172,SMRT,1,20,31159,8.7
172,SMRT,1,21,31059,9
172,SMRT,1,22,31049,9.3
172,SMRT,1,23,31039,9.6
172,SMRT,1,24,31029,10
172,SMRT,1,25,31019,10.3
172,SMRT,1,26,27129,10.8
172,SMRT,1,27,27109,11.4
172,SMRT,1,28,27099,11.9
172,SMRT,1,29,21379,12.6
172,SMRT,1,30,21369,12.9
172,SMRT,1,32,22491,14
172,SMRT,1,33,22009,14.5
172,SMRT,2,1,22009,0
172,SMRT,2,2,22499,0.7
172,SMRT,2,4,21361,1.8
172,SMRT,2,5,21371,2.1
172,SMRT,2,6,27091,2.6
172,SMRT,2,7,27101,3.1
172,SMRT,2,8,27121,3.8
172,SMRT,2,9,31011,4.2
172,SMRT,2,10,31021,4.6
172,SMRT,2,11,31031,5
172,SMRT,2,12,31041,5.3
172,SMRT,2,13,31051,5.7
172,SMRT,2,14,31151,6
172,SMRT,2,15,31161,6.7
172,SMRT,2,16,31171,6.9
172,SMRT,2,17,31191,7.6
172,SMRT,2,18,30011,8.1
172,SMRT,2,19,30021,8.4
172,SMRT,2,20,30031,8.7
172,SMRT,2,21,30041,8.9
172,SMRT,2,22,30051,9.3
172,SMRT,2,23,30091,10.2
172,SMRT,2,24,30081,10.8
172,SMRT,2,25,44071,11.1
172,SMRT,2,26,45451,11.6
172,SMRT,2,27,44081,11.8
172,SMRT,2,28,44091,12.2
172,SMRT,2,29,44101,12.5
172,SMRT,2,30,44119,13
172,SMRT,2,31,44391,13.4
172,SMRT,2,32,44009,14.2
173,TTS,1,1,43009,0
173,TTS,1,2,43419,0.4
173,TTS,1,3,43399,0.8
173,TTS,1,4,43389,1.2
173,TTS,1,5,43519,1.6
173,TTS,1,6,43749,2.1
173,TTS,1,7,43739,2.4
173,TTS,1,8,43169,2.9
173,TTS,1,9,43231,3.7
173,TTS,1,10,43241,4
173,TTS,1,11,43291,4.3
173,TTS,1,12,43301,4.4
173,TTS,1,13,43261,4.9
173,TTS,1,14,43811,5.6
173,TTS,1,15,43821,6
173,TTS,1,16,43029,6.6
173,TTS,1,17,43019,7.1
173,TTS,1,18,42119,7.4
173,TTS,1,19,42099,8.1
173,TTS,1,20,42151,8.3
173,TTS,1,21,42161,8.6
173,TTS,1,22,42239,8.9
173,TTS,1,23,42309,9.3
173,TTS,1,24,42249,9.6
173,TTS,1,25,42291,10
173,TTS,1,26,42209,10.2
173,TTS,1,27,28109,11.1
173,TTS,1,28,28189,11.5
173,TTS,1,29,28019,12.2
173,TTS,1,30,20109,12.8
173,TTS,1,31,17189,13.2
173,TTS,1,32,17009,13.5
173,TTS,1,33,17181,14
173,TTS,1,34,20101,14.3
173,TTS,1,35,28011,14.9
173,TTS,1,36,28181,15.7
173,TTS,1,37,28101,16.1
173,TTS,1,38,42201,17.1
173,TTS,1,39,42299,17.4
173,TTS,1,40,42241,17.8
173,TTS,1,41,42301,18.1
173,TTS,1,42,42231,18.4
173,TTS,1,43,42169,18.8
173,TTS,1,44,42159,19
173,TTS,1,45,42091,19.4
173,TTS,1,46,42111,19.9
173,TTS,1,47,43011,20.1
173,TTS,1,48,43021,20.6
173,TTS,1,49,43829,21.3
173,TTS,1,50,43819,21.6
173,TTS,1,51,43267,22.3
173,TTS,1,52,43309,22.8
173,TTS,1,53,43289,23
173,TTS,1,54,43249,23.3
173,TTS,1,55,43239,23.7
173,TTS,1,56,43161,24.5
173,TTS,1,57,43731,25
173,TTS,1,58,43741,25.3
173,TTS,1,59,43511,25.7
173,TTS,1,60,43381,26.1
173,TTS,1,61,43391,26.5
173,TTS,1,62,43411,27
173,TTS,1,63,43009,27.4
173A,TTS,1,1,43009,0
173A,TTS,1,2,43419,0.4
173A,TTS,1,3,43399,0.8
173A,TTS,1,4,43389,1.2
173A,TTS,1,5,43519,1.6
173A,TTS,1,6,43749,2.1
173A,TTS,1,7,43739,2.4
173A,TTS,1,8,43169,2.9
174,SBST,1,1,22009,0
174,SBST,1,2,21361,0.6
174,SBST,1,3,21399,0.9
174,SBST,1,4,21421,1.3
174,SBST,1,5,21241,1.7
174,SBST,1,6,21161,1.8
174,SBST,1,7,43459,5.5
174,SBST,1,8,43349,6
174,SBST,1,9,43539,6.4
174,SBST,1,10,43409,6.7
174,SBST,1,11,43411,7.2
174,SBST,1,12,43179,7.8
174,SBST,1,13,43189,8.2
174,SBST,1,14,43199,8.6
174,SBST,1,15,43209,9.1
174,SBST,1,16,42199,9.6
174,SBST,1,17,42189,9.9
174,SBST,1,18,42179,10.2
174,SBST,1,19,42169,10.6
174,SBST,1,20,42159,10.8
174,SBST,1,21,42259,11.1
174,SBST,1,22,42089,11.5
174,SBST,1,23,42059,12.2
174,SBST,1,24,42049,12.4
174,SBST,1,25,42039,12.8
174,SBST,1,26,42029,13.3
174,SBST,1,27,42019,13.8
174,SBST,1,28,41089,14.2
174,SBST,1,29,41079,14.6
174,SBST,1,30,41069,15.2
174,SBST,1,31,41049,15.6
174,SBST,1,32,41119,16.4
174,SBST,1,33,41109,16.7
174,SBST,1,34,11119,17.1
174,SBST,1,35,11109,17.4
174,SBST,1,36,11099,17.7
174,SBST,1,37,11229,18.1
174,SBST,1,38,11219,18.3
174,SBST,1,39,11209,18.7
174,SBST,1,40,13029,19.1
174,SBST,1,41,13019,19.8
174,SBST,1,42,09149,19.9
174,SBST,1,43,09159,20.5
174,SBST,1,44,09169,20.8
174,SBST,1,45,09179,21.1
174,SBST,1,46,09047,21.4
174,SBST,1,47,09037,21.9
174,SBST,1,48,08138,22.6
174,SBST,1,49,08057,23
174,SBST,1,50,08069,23.5
174,SBST,1,51,04167,24.3
174,SBST,1,52,04249,24.6
174,SBST,1,53,05029,25
174,SBST,1,55,05131,25.6
174,SBST,1,56,06171,26
174,SBST,1,57,06031,26.7
174,SBST,1,58,06029,27.4
174,SBST,1,59,10011,28
174,SBST,1,60,10041,28.3
174,SBST,1,61,10499,28.9
174,SBST,2,1,10499,0
174,SBST,2,2,10049,0.7
174,SBST,2,3,10017,1.1
174,SBST,2,4,06011,1.7
174,SBST,2,5,06039,2.6
174,SBST,2,6,06189,3.1
174,SBST,2,7,05023,3.4
174,SBST,2,8,04222,3.7
174,SBST,2,9,04223,4
174,SBST,2,10,04143,4.4
174,SBST,2,11,04121,4.7
174,SBST,2,12,08041,5
174,SBST,2,13,08031,5.3
174,SBST,2,14,08111,5.8
174,SBST,2,15,08121,6.1
174,SBST,2,16,09059,6.4
174,SBST,2,17,09022,6.9
174,SBST,2,18,09111,7.4
174,SBST,2,19,09121,7.7
174,SBST,2,20,09131,8.3
174,SBST,2,21,09141,8.6
174,SBST,2,22,13011,8.9
174,SBST,2,23,13021,9.5
174,SBST,2,24,11201,9.8
174,SBST,2,25,11211,10.1
174,SBST,2,26,11221,10.6
174,SBST,2,27,11091,11
174,SBST,2,28,11101,11.5
174,SBST,2,29,11111,11.8
174,SBST,2,30,41101,12
174,SBST,2,31,41111,12.4
174,SBST,2,32,41031,12.8
174,SBST,2,33,41041,13
174,SBST,2,34,41051,13.4
174,SBST,2,35,41061,13.6
174,SBST,2,36,41071,14
174,SBST,2,37,41081,14.6
174,SBST,2,38,42011,14.9
174,SBST,2,39,42021,15.2
174,SBST,2,40,42031,15.5
174,SBST,2,41,42041,15.9
174,SBST,2,42,42051,16.4
174,SBST,2,43,42061,16.7
174,SBST,2,44,42071,17.1
174,SBST,2,45,42151,17.4
174,SBST,2,46,42161,17.7
174,SBST,2,47,42171,18.1
174,SBST,2,48,42181,18.4
174,SBST,2,49,42191,18.8
174,SBST,2,50,43201,19.1
174,SBST,2,51,43191,19.7
174,SBST,2,52,43181,20.1
174,SBST,2,53,43171,20.5
174,SBST,2,54,43419,21.1
174,SBST,2,55,43401,21.5
174,SBST,2,56,43531,21.9
174,SBST,2,57,43341,22.3
174,SBST,2,58,43452,22.8
174,SBST,2,59,21249,26.6
174,SBST,2,60,21429,27
174,SBST,2,61,21391,27.4
174,SBST,2,62,21369,27.7
174,SBST,2,63,22009,28.6
174e,SBST,1,1,22009,0
174e,SBST,1,2,21361,0.6
174e,SBST,1,3,21399,0.9
174e,SBST,1,4,21421,1.3
174e,SBST,1,5,21241,1.7
174e,SBST,1,6,43349,6
174e,SBST,1,7,43539,6.4
174e,SBST,1,8,43409,6.7
174e,SBST,1,9,43411,7.2
174e,SBST,1,10,43179,7.8
174e,SBST,1,11,43189,8.2
174e,SBST,1,12,43199,8.6
174e,SBST,1,13,42189,9.9
174e,SBST,1,14,42179,10.2
174e,SBST,1,15,42169,10.6
174e,SBST,1,16,42159,10.8
174e,SBST,1,17,13019,19.8
174e,SBST,1,18,09159,20.5
174e,SBST,1,19,09169,20.8
174e,SBST,1,20,09179,21.1
174e,SBST,1,21,09047,21.4
174e,SBST,1,22,09037,21.9
174e,SBST,1,23,08138,22.6
174e,SBST,1,24,08057,23
174e,SBST,1,25,08069,23.5
174e,SBST,1,26,04167,24.3
174e,SBST,1,27,04249,24.6
174e,SBST,1,28,05029,25
174e,SBST,1,29,05131,25.6
174e,SBST,1,30,06171,26
174e,SBST,1,31,06031,26.7
174e,SBST,1,32,06029,27.4
174e,SBST,1,33,10011,28
174e,SBST,1,34,10499,28.9
174e,SBST,2,1,10499,0
174e,SBST,2,2,10017,1.2
174e,SBST,2,3,06011,1.8
174e,SBST,2,4,06039,2.7
174e,SBST,2,5,06189,3.2
174e,SBST,2,6,05023,3.5
174e,SBST,2,7,04222,3.8
174e,SBST,2,8,04223,4.1
174e,SBST,2,9,04143,4.5
174e,SBST,2,10,04121,4.8
174e,SBST,2,11,08041,5.1
174e,SBST,2,12,08031,5.4
174e,SBST,2,13,08111,5.9
174e,SBST,2,14,08121,6.2
174e,SBST,2,15,09059,6.5
174e,SBST,2,16,09022,7
174e,SBST,2,17,09111,7.5
174e,SBST,2,18,09121,7.8
174e,SBST,2,19,09131,8.4
174e,SBST,2,20,13011,9
174e,SBST,2,21,42151,17.5
174e,SBST,2,22,42161,17.8
174e,SBST,2,23,42171,18.2
174e,SBST,2,24,42181,18.5
174e,SBST,2,25,43191,19.8
174e,SBST,2,26,43181,20.2
174e,SBST,2,27,43171,20.6
174e,SBST,2,28,43419,21.2
174e,SBST,2,29,43401,21.6
174e,SBST,2,30,43531,22
174e,SBST,2,31,43341,22.4
174e,SBST,2,32,21249,26.8
174e,SBST,2,33,21429,27.2
174e,SBST,2,34,21391,27.6
174e,SBST,2,35,21369,27.9
174e,SBST,2,36,22009,28.8
175,SBST,1,1,17009,0
175,SBST,1,2,17239,0.6
175,SBST,1,3,17259,1
175,SBST,1,4,17049,1.9
175,SBST,1,5,17039,2.3
175,SBST,1,6,17369,2.9
175,SBST,1,7,17309,3.3
175,SBST,1,8,17359,3.5
175,SBST,1,9,17299,3.9
175,SBST,1,10,16249,4.5
175,SBST,1,11,16239,5.1
175,SBST,1,12,16229,5.6
175,SBST,1,13,16219,6
175,SBST,1,14,15219,6.4
175,SBST,1,15,15209,6.8
175,SBST,1,16,15199,7.1
175,SBST,1,17,15169,7.6
175,SBST,1,18,15159,7.8
175,SBST,1,19,15149,8.1
175,SBST,1,20,15041,8.5
175,SBST,1,21,15051,8.8
175,SBST,1,23,14369,9.5
175,SBST,1,24,14219,9.9
175,SBST,1,25,14209,10.2
175,SBST,1,26,14199,10.6
175,SBST,1,27,10331,11.3
175,SBST,1,28,10089,11.8
175,SBST,1,29,10079,12.4
175,SBST,1,31,06051,13.7
175,SBST,1,32,06071,13.9
175,SBST,1,33,06081,14.1
175,SBST,1,34,06131,14.5
175,SBST,1,35,13121,14.8
175,SBST,1,36,13141,15.2
175,SBST,1,37,13191,15.8
175,SBST,1,38,09048,16.5
175,SBST,1,39,09038,17.1
175,SBST,1,40,08138,17.5
175,SBST,1,41,08057,17.9
175,SBST,1,42,08069,18.4
175,SBST,1,43,04179,18.7
175,SBST,1,44,01012,18.9
175,SBST,1,45,01112,19.4
175,SBST,1,46,01121,20
175,SBST,1,47,01211,20.3
175,SBST,1,48,01311,20.6
175,SBST,1,49,07371,20.9
175,SBST,1,50,60011,21.5
175,SBST,1,51,60021,22.1
175,SBST,1,52,60031,22.6
175,SBST,1,53,80291,22.9
175,SBST,1,54,80301,23.3
175,SBST,1,55,80311,23.5
175,SBST,1,56,80109,23.7
175,SBST,1,57,80009,24.3
175,SBST,2,1,80009,0
175,SBST,2,2,80101,0.3
175,SBST,2,3,80319,0.6
175,SBST,2,4,80309,0.9
175,SBST,2,5,80299,1.2
175,SBST,2,6,60039,1.5
175,SBST,2,7,60029,2
175,SBST,2,8,60019,2.5
175,SBST,2,9,07369,2.8
175,SBST,2,10,07379,3
175,SBST,2,11,01339,3.3
175,SBST,2,12,01329,3.7
175,SBST,2,13,01229,4.2
175,SBST,2,14,01139,4.6
175,SBST,2,15,01039,4.9
175,SBST,2,16,01029,5.1
175,SBST,2,17,04111,5.6
175,SBST,2,18,04121,6
175,SBST,2,19,08041,6.3
175,SBST,2,20,08031,6.6
175,SBST,2,21,08111,7.1
175,SBST,2,22,08121,7.4
175,SBST,2,23,09059,7.7
175,SBST,2,24,09022,8.2
175,SBST,2,25,13199,8.6
175,SBST,2,26,13159,9.1
175,SBST,2,27,13139,9.5
175,SBST,2,28,13119,9.7
175,SBST,2,29,06129,10.1
175,SBST,2,30,06069,10.6
175,SBST,2,33,10071,12.3
175,SBST,2,34,10501,12.5
175,SBST,2,35,10081,12.8
175,SBST,2,36,10339,13.3
175,SBST,2,37,14241,13.5
175,SBST,2,38,14191,14.2
175,SBST,2,39,14201,14.5
175,SBST,2,40,14471,14.8
175,SBST,2,41,14211,15
175,SBST,2,42,18019,15.4
175,SBST,2,43,15059,15.9
175,SBST,2,44,15049,16.2
175,SBST,2,45,15141,16.6
175,SBST,2,46,15151,16.9
175,SBST,2,47,15161,17.1
175,SBST,2,48,15191,17.6
175,SBST,2,49,15201,17.9
175,SBST,2,50,15211,18.3
175,SBST,2,51,16211,18.6
175,SBST,2,52,16221,19.1
175,SBST,2,53,16231,19.6
175,SBST,2,54,16241,20.2
175,SBST,2,55,17291,20.8
175,SBST,2,56,17351,21.1
175,SBST,2,57,17301,21.5
175,SBST,2,59,17081,22.1
175,SBST,2,60,17031,22.5
175,SBST,2,61,17041,22.8
175,SBST,2,62,17251,23.8
175,SBST,2,63,17161,24
175,SBST,2,64,17171,24.4
175,SBST,2,65,17009,24.6
176,SMRT,1,1,45009,0
176,SMRT,1,3,44259,0.4
176,SMRT,1,4,44029,0.7
176,SMRT,1,5,44019,1
176,SMRT,1,6,43119,1.3
176,SMRT,1,7,43109,1.7
176,SMRT,1,8,43099,1.9
176,SMRT,1,9,43089,2.2
176,SMRT,1,10,43279,3
176,SMRT,1,11,43268,3.3
176,SMRT,1,12,43259,3.7
176,SMRT,1,13,43249,3.9
176,SMRT,1,14,43239,4.3
176,SMRT,1,15,43449,4.5
176,SMRT,1,16,43439,4.8
176,SMRT,1,17,43429,5.1
176,SMRT,1,18,43419,5.7
176,SMRT,1,19,43401,6.1
176,SMRT,1,20,43321,6.5
176,SMRT,1,21,43371,6.9
176,SMRT,1,22,43699,7.2
176,SMRT,1,23,28629,7.6
176,SMRT,1,24,28319,8.1
176,SMRT,1,25,28449,8.4
176,SMRT,1,26,28431,8.6
176,SMRT,1,27,28249,8.9
176,SMRT,1,28,28239,9.4
176,SMRT,1,29,28229,10
176,SMRT,1,30,20269,10.4
176,SMRT,1,31,20259,10.6
176,SMRT,1,32,20159,10.9
176,SMRT,1,33,20149,11.2
176,SMRT,1,34,20139,11.6
176,SMRT,1,35,20289,12.1
176,SMRT,1,36,17339,12.8
176,SMRT,1,37,17329,13.2
176,SMRT,1,38,17319,13.6
176,SMRT,1,39,17369,14
176,SMRT,1,40,17309,14.4
176,SMRT,1,41,17359,14.6
176,SMRT,1,42,17299,15
176,SMRT,1,43,16249,15.6
176,SMRT,1,44,16239,16.2
176,SMRT,1,45,16229,16.7
176,SMRT,1,46,16219,17.1
176,SMRT,1,47,15219,17.5
176,SMRT,1,48,15209,17.9
176,SMRT,1,49,15199,18.2
176,SMRT,1,50,15169,18.7
176,SMRT,1,51,15159,18.9
176,SMRT,1,52,15149,19.2
176,SMRT,1,53,14189,19.6
176,SMRT,1,54,14179,19.9
176,SMRT,1,55,14169,20.3
176,SMRT,1,56,14041,20.8
176,SMRT,1,57,14051,21.2
176,SMRT,1,58,14241,21.7
176,SMRT,1,59,10331,22
176,SMRT,1,60,10009,22.3
176,SMRT,2,1,10009,0
176,SMRT,2,2,10339,0.4
176,SMRT,2,3,14249,0.6
176,SMRT,2,4,14059,1.1
176,SMRT,2,5,14049,1.5
176,SMRT,2,6,14161,2
176,SMRT,2,7,14171,2.4
176,SMRT,2,8,15141,3.1
176,SMRT,2,9,15151,3.4
176,SMRT,2,10,15161,3.6
176,SMRT,2,11,15191,4.1
176,SMRT,2,12,15201,4.4
176,SMRT,2,13,15211,4.8
176,SMRT,2,14,16211,5.1
176,SMRT,2,15,16221,5.6
176,SMRT,2,16,16231,6.1
176,SMRT,2,17,16241,6.7
176,SMRT,2,18,17291,7.3
176,SMRT,2,19,17351,7.6
176,SMRT,2,20,17301,8
176,SMRT,2,21,17361,8.4
176,SMRT,2,22,17311,8.7
176,SMRT,2,23,17321,9.2
176,SMRT,2,24,17331,9.6
176,SMRT,2,25,20281,10.2
176,SMRT,2,26,20131,10.8
176,SMRT,2,27,20141,11.2
176,SMRT,2,28,20151,11.5
176,SMRT,2,29,20251,11.8
176,SMRT,2,30,20261,12
176,SMRT,2,31,20271,12.4
176,SMRT,2,32,28221,12.7
176,SMRT,2,33,28231,13
176,SMRT,2,34,28241,13.4
176,SMRT,2,35,28439,13.8
176,SMRT,2,36,28441,14
176,SMRT,2,37,28311,14.4
176,SMRT,2,38,28621,14.9
176,SMRT,2,39,43691,15.4
176,SMRT,2,40,43379,15.8
176,SMRT,2,41,43329,16.1
176,SMRT,2,42,43409,16.5
176,SMRT,2,43,43411,17
176,SMRT,2,44,43421,17.6
176,SMRT,2,45,43431,17.9
176,SMRT,2,46,43441,18.2
176,SMRT,2,47,43231,18.5
176,SMRT,2,48,43241,18.8
176,SMRT,2,49,43251,19.1
176,SMRT,2,50,43261,19.5
176,SMRT,2,51,43271,19.8
176,SMRT,2,52,43061,20.1
176,SMRT,2,53,43071,20.3
176,SMRT,2,54,43081,20.5
176,SMRT,2,55,43091,20.8
176,SMRT,2,56,43111,21.3
176,SMRT,2,57,44011,21.5
176,SMRT,2,58,44021,21.9
176,SMRT,2,59,44251,22.2
176,SMRT,2,61,45009,22.9
177,TTS,1,1,43009,0
177,TTS,1,2,43179,0.6
177,TTS,1,3,43169,1.2
177,TTS,1,4,43231,2
177,TTS,1,5,43241,2.3
177,TTS,1,6,43251,2.6
177,TTS,1,7,43261,3
177,TTS,1,8,43151,3.3
177,TTS,1,9,43719,4.2
177,TTS,1,10,43111,4.9
177,TTS,1,11,44011,5.1
177,TTS,1,12,44021,5.5
177,TTS,1,13,44251,5.8
177,TTS,1,14,44739,6.2
177,TTS,1,15,44859,6.4
177,TTS,1,16,44019,6.6
177,TTS,1,17,43119,6.9
177,TTS,1,18,43721,7.3
177,TTS,1,19,43719,7.8
177,TTS,1,20,43159,8.6
177,TTS,1,21,43268,9
177,TTS,1,22,43259,9.4
177,TTS,1,23,43249,9.6
177,TTS,1,24,43239,10
177,TTS,1,25,43161,10.8
177,TTS,1,26,43171,11.2
177,TTS,1,27,43009,11.7
178,SMRT,1,1,46009,0
178,SMRT,1,2,46291,0.6
178,SMRT,1,3,46199,1.1
178,SMRT,1,4,46181,1.4
178,SMRT,1,5,46209,1.6
